

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
155.123  000.491  000.491: require('nvim-lastplace')
156.597  000.465  000.465: require('neo-tree.log')
156.622  001.094  000.630: require('neo-tree.utils')
158.183  000.205  000.205: require('nui.object')
158.691  000.058  000.058: require('vim.keymap')
158.704  000.391  000.333: require('nui.utils')
158.713  000.526  000.135: require('nui.text')
158.719  001.264  000.532: require('nui.line')
159.382  000.143  000.143: require('nui.tree.util')
159.395  000.674  000.531: require('nui.tree')
160.115  000.173  000.173: require('nui.utils.buf_storage')
160.774  000.654  000.654: require('nui.utils.autocmd')
160.995  000.216  000.216: require('nui.utils.keymap')
162.195  000.860  000.860: require('nui.layout.utils')
162.225  001.221  000.361: require('nui.split.utils')
162.276  002.880  000.615: require('nui.split')
164.869  001.419  001.419: require('nui.popup.border')
164.899  002.617  001.198: require('nui.popup')
165.381  000.412  000.412: require('neo-tree.ui.highlights')
165.852  000.283  000.283: require('nui.input')
165.857  000.472  000.190: require('neo-tree.ui.popups')
166.384  000.341  000.341: require('neo-tree.events.queue')
166.389  000.530  000.188: require('neo-tree.events')
166.405  009.781  000.933: require('neo-tree.ui.renderer')
168.755  000.796  000.796: require('neo-tree.sources.filesystem.lib.filter_external')
171.249  001.295  001.295: require('plenary.iterators')
171.259  001.670  000.374: require('neo-tree.sources.common.file-nesting')
172.201  000.134  000.134: require('neo-tree.git.utils')
172.207  000.791  000.657: require('neo-tree.git.status')
172.383  000.175  000.175: require('neo-tree.git.ignored')
172.388  001.126  000.160: require('neo-tree.git')
172.392  003.628  000.833: require('neo-tree.sources.common.file-items')
172.849  000.455  000.455: require('neo-tree.sources.filesystem.lib.fs_watch')
172.856  005.475  000.595: require('neo-tree.sources.filesystem.lib.fs_scan')
173.094  000.236  000.236: require('neo-tree.ui.inputs')
173.146  006.739  001.028: require('neo-tree.sources.manager')
174.551  000.662  000.662: require('neo-tree.defaults')
174.752  000.196  000.196: require('neo-tree.setup.mapping-helper')
175.434  000.244  000.244: require('neo-tree.command.parser')
175.645  000.207  000.207: require('neo-tree.command.completion')
175.650  000.685  000.235: require('neo-tree.command')
175.652  000.895  000.210: require('neo-tree.setup.netrw')
175.656  002.506  000.752: require('neo-tree.setup')
175.663  020.495  000.375: require('neo-tree')
176.248  000.285  000.285: require('neo-tree.setup.deprecations')
180.993  000.406  000.406: require('neo-tree.sources.filesystem.lib.globtopattern')
181.004  003.497  003.091: require('neo-tree.sources.filesystem')
182.879  000.971  000.971: require('neo-tree.sources.buffers.lib.items')
182.889  001.876  000.905: require('neo-tree.sources.buffers')
183.605  000.182  000.182: require('neo-tree.sources.git_status.lib.items')
183.609  000.712  000.530: require('neo-tree.sources.git_status')
185.266  000.588  000.588: require('neo-tree.sources.common.container')
185.274  001.278  000.690: require('neo-tree.sources.common.components')
185.359  001.637  000.359: require('neo-tree.sources.filesystem.components')
190.035  001.593  001.593: require('plenary.scandir')
190.883  000.379  000.379: require('plenary.reload')
190.945  000.901  000.522: require('plenary')
192.212  000.347  000.347: require('plenary.bit')
192.370  000.154  000.154: require('plenary.functional')
192.409  001.448  000.946: require('plenary.path')
192.420  004.622  000.680: require('neo-tree.sources.filesystem.lib.fs_actions')
192.886  000.463  000.463: require('neo-tree.sources.common.help')
193.673  000.783  000.783: require('neo-tree.sources.common.preview')
193.701  007.572  001.703: require('neo-tree.sources.common.commands')
194.368  000.652  000.652: require('neo-tree.sources.filesystem.lib.filter')
194.385  009.021  000.796: require('neo-tree.sources.filesystem.commands')
194.686  000.140  000.140: require('neo-tree.sources.buffers.components')
194.907  000.217  000.217: require('neo-tree.sources.buffers.commands')
195.269  000.182  000.182: require('neo-tree.sources.git_status.components')
195.444  000.170  000.170: require('neo-tree.sources.git_status.commands')
197.920  000.258  000.258: require('lualine_require')
198.422  001.686  001.428: require('lualine')
198.492  000.061  000.061: require('modules.ui.transparent_stausline')
200.865  000.076  000.076: require('lualine.utils.mode')
202.113  005.975  004.151: require('modules.ui.lualine')
202.764  000.204  000.204: require('fidget.log')
202.771  000.651  000.447: require('fidget')
202.921  000.142  000.142: require('fidget.spinners')
204.715  000.211  000.211: require('vim.lsp.log')
205.200  000.005  000.005: require('vim.F')
205.204  000.485  000.480: require('vim.lsp.protocol')
206.683  000.416  000.416: require('vim.lsp._snippet')
206.911  000.212  000.212: require('vim.highlight')
206.927  001.721  001.093: require('vim.lsp.util')
206.967  002.912  000.494: require('vim.lsp.handlers')
207.525  000.554  000.554: require('vim.lsp.rpc')
207.819  000.290  000.290: require('vim.lsp.sync')
208.337  000.514  000.514: require('vim.lsp.buf')
208.585  000.244  000.244: require('vim.lsp.diagnostic')
208.859  000.270  000.270: require('vim.lsp.codelens')
208.906  005.981  001.197: require('vim.lsp')
209.570  000.183  000.183: require('project_nvim.config')
210.081  000.175  000.175: require('project_nvim.utils.path')
210.089  000.516  000.341: require('project_nvim.utils.history')
210.091  001.077  000.378: require('project_nvim')
210.389  000.233  000.233: require('project_nvim.utils.globtopattern')
211.427  000.554  000.554: require('project_nvim.project')
216.331  000.241  000.241: require('tokyonight.treesitter')
216.339  000.560  000.319: require('tokyonight.util')
217.773  000.167  000.167: require('tokyonight.colors')
217.776  001.435  001.269: require('tokyonight.theme')
217.894  000.116  000.116: require('tokyonight.config')
217.897  002.886  000.775: require('tokyonight')
220.541  000.623  000.623: require('colorizer.trie')
221.039  000.492  000.492: require('colorizer.utils')
221.048  001.579  000.465: require('colorizer.color')
221.834  000.490  000.490: require('colorizer.sass')
221.838  000.789  000.298: require('colorizer.matcher')
222.088  000.248  000.248: require('colorizer.tailwind')
222.114  003.089  000.473: require('colorizer.buffer')
222.157  004.241  001.152: require('colorizer')
225.300  000.279  000.279: require('telescope._extensions')
225.306  000.764  000.485: require('telescope')
226.869  000.135  000.135: require('plenary.tbl')
226.916  000.417  000.282: require('plenary.vararg.rotate')
226.918  000.597  000.180: require('plenary.vararg')
227.096  000.177  000.177: require('plenary.errors')
227.109  001.050  000.276: require('plenary.async.async')
228.194  000.236  000.236: require('plenary.async.structs')
228.205  000.576  000.340: require('plenary.async.control')
228.212  000.837  000.261: require('plenary.async.util')
228.215  001.103  000.266: require('plenary.async.tests')
228.218  002.910  000.757: require('plenary.async')
229.197  000.292  000.292: require('plenary.strings')
229.202  000.587  000.295: require('plenary.window.border')
229.310  000.106  000.106: require('plenary.window')
229.409  000.095  000.095: require('plenary.popup.utils')
229.414  001.194  000.406: require('plenary.popup')
231.594  000.155  000.155: require('telescope.deprecated')
232.546  000.249  000.249: require('plenary.log')
232.573  000.420  000.172: require('telescope.log')
234.008  000.514  000.514: require('plenary.job')
234.213  000.200  000.200: require('telescope.state')
234.224  001.649  000.935: require('telescope.utils')
234.231  002.633  000.564: require('telescope.sorters')
236.905  006.235  003.446: require('telescope.config')
237.175  000.264  000.264: require('telescope.pickers.scroller')
237.330  000.151  000.151: require('telescope.actions.state')
237.524  000.191  000.191: require('telescope.actions.utils')
237.971  000.200  000.200: require('telescope.actions.mt')
237.990  000.463  000.263: require('telescope.actions.set')
238.556  000.198  000.198: require('telescope.config.resolve')
238.560  000.567  000.369: require('telescope.pickers.entry_display')
238.805  000.244  000.244: require('telescope.from_entry')
239.742  010.326  002.211: require('telescope.actions')
240.264  000.517  000.517: require('telescope.debounce')
241.600  001.332  001.332: require('telescope.mappings')
241.944  000.337  000.337: require('telescope.pickers.highlights')
242.191  000.243  000.243: require('telescope.pickers.window')
242.972  000.340  000.340: require('telescope.algos.linked_list')
242.978  000.783  000.444: require('telescope.entry_manager')
243.275  000.295  000.295: require('telescope.pickers.multi')
243.327  020.245  001.543: require('telescope.pickers')
245.597  001.852  001.852: require('telescope.make_entry')
245.851  000.246  000.246: require('telescope.finders.async_static_finder')
246.496  000.117  000.117: require('plenary.class')
246.595  000.560  000.444: require('telescope._')
246.598  000.743  000.183: require('telescope.finders.async_oneshot_finder')
246.736  000.136  000.136: require('telescope.finders.async_job_finder')
246.744  003.415  000.436: require('telescope.finders')
246.776  024.124  000.465: require('telescope._extensions.telescope-tabs.main')
246.779  024.564  000.439: require('telescope-tabs')
247.012  000.209  000.209: require('catppuccin')
247.581  000.092  000.092: require('catppuccin.lib.hashing')
249.094  000.172  000.172: require('luasnip.loaders.util')
249.100  000.350  000.177: require('luasnip.loaders.from_lua')
250.099  000.128  000.128: require('luasnip.nodes.snippetProxy')
250.106  000.315  000.186: require('luasnip.loaders.from_vscode')
254.526  000.516  000.516: require('dashboard')
254.917  000.078  000.078: require('neogen.config')
255.086  000.165  000.165: require('neogen.utilities.helpers')
255.239  000.150  000.150: require('neogen.mark')
255.244  000.691  000.298: require('neogen')
255.646  000.135  000.135: require('vim.ui')
255.652  000.237  000.102: require('dressing.patch')
255.654  000.368  000.131: require('dressing')
255.813  000.154  000.154: require('dressing.config')
256.874  000.096  000.096: require('notify.util.queue')
256.878  000.298  000.203: require('notify.util')
257.137  000.257  000.257: require('notify.config.highlights')
257.143  000.761  000.206: require('notify.config')
257.757  000.611  000.611: require('notify.stages')
258.100  000.334  000.334: require('notify.service.notification')
258.750  000.131  000.131: require('notify.animate.spring')
258.757  000.345  000.214: require('notify.animate')
258.763  000.653  000.308: require('notify.windows')
259.960  000.814  000.814: require('notify.service.buffer.highlights')
259.969  001.067  000.254: require('notify.service.buffer')
259.972  001.208  000.140: require('notify.service')
260.216  000.241  000.241: require('notify.stages.util')
260.224  004.348  000.539: require('notify')
260.430  000.174  000.174: require('notify.stages.fade_in_slide_out')
260.887  000.176  000.176: require('telescope.previewers.previewer')
261.241  000.350  000.350: require('telescope.previewers.term_previewer')
262.459  000.114  000.114: require('plenary.context_manager')
262.800  000.140  000.140: require('nvim-treesitter.statusline')
263.019  000.216  000.216: require('nvim-treesitter.query_predicates')
263.024  000.561  000.206: require('nvim-treesitter')
263.029  000.980  000.305: require('telescope.previewers.utils')
264.670  001.639  001.639: require('plenary.filetype')
265.139  000.464  000.464: require('plenary.scandir')
265.233  003.988  000.905: require('telescope.previewers.buffer_previewer')
265.239  004.724  000.210: require('telescope.previewers')
267.147  000.404  000.404: require('fzf_lib')
267.153  000.620  000.216: require('telescope._extensions.fzf')
268.067  000.395  000.395: require('telescope.builtin.__lsp')
268.075  000.716  000.321: require('telescope.builtin')
268.079  000.921  000.205: require('telescope._extensions.projects')
280.127  000.258  000.258: require('nvim-autopairs._log')
280.568  000.434  000.434: require('nvim-autopairs.utils')
281.818  000.591  000.591: require('nvim-autopairs.conds')
281.826  000.972  000.381: require('nvim-autopairs.rule')
281.829  001.256  000.285: require('nvim-autopairs.rules.basic')
281.837  013.497  011.549: require('nvim-autopairs')
282.281  000.411  000.411: require('nvim-autopairs.fastwrap')
283.145  000.444  000.444: require('nvim-autopairs.ts-conds')
283.149  000.721  000.277: require('nvim-autopairs.rules.ts_basic')
284.154  000.353  000.353: require('nvim-autopairs.completion.handlers')
284.160  000.652  000.300: require('nvim-autopairs.completion.cmp')
284.775  268.656  100.586: require('packer_compiled')
285.745  000.365  000.365: require('core.keymap')
286.306  001.137  000.772: require('keymap.config')
286.603  001.797  000.660: require('keymap')
287.119  000.512  000.512: require('core.autocommands')
289.397  000.943  000.943: require('lspconfig.util')
289.449  001.631  000.689: require('lspconfig.configs')
289.454  002.127  000.495: require('lspconfig')
291.645  000.732  000.732: require('lspsaga')
293.816  000.683  000.683: require('lspsaga.window')
293.846  001.219  000.537: require('lspsaga.libs')
294.824  000.258  000.258: require('lspsaga.wrap')
294.831  000.983  000.725: require('lspsaga.codeaction')
294.879  003.115  000.914: require('lspsaga.lightbulb')
295.464  000.555  000.555: require('lspsaga.lspkind')
295.476  006.020  001.618: require('modules.lsp.lspsaga')
297.533  000.291  000.291: require('mason-core.path')
297.554  000.510  000.220: require('mason.settings')
298.691  000.623  000.623: require('mason-core.functional')
299.337  000.162  000.162: require('mason-core.functional.data')
299.345  000.619  000.457: require('mason-core.functional.function')
299.648  000.285  000.285: require('mason-core.functional.relation')
300.026  000.368  000.368: require('mason-core.functional.logic')
300.081  002.524  000.629: require('mason-core.platform')
300.086  004.020  000.986: require('mason')
301.293  000.638  000.638: require('mason-core.log')
301.298  001.210  000.572: require('mason-lspconfig')
302.351  000.448  000.448: require('mason-core.functional.list')
302.382  000.890  000.442: require('mason.api.command')
302.679  000.295  000.295: require('mason-lspconfig.settings')
303.258  000.254  000.254: require('mason-core.notify')
303.265  000.559  000.305: require('mason-lspconfig.lspconfig_hook')
304.114  000.343  000.343: require('mason-core.functional.table')
304.131  000.822  000.479: require('mason-lspconfig.mappings.server')
305.290  000.574  000.574: require('mason-core.async')
305.392  000.097  000.097: require('mason-core.async.uv')
305.401  000.990  000.319: require('mason-core.fs')
305.659  000.256  000.256: require('mason-core.optional')
306.313  000.646  000.646: require('mason-core.EventEmitter')
307.270  000.948  000.948: require('mason-registry.index')
307.283  003.150  000.311: require('mason-registry')
307.399  000.113  000.113: require('mason-lspconfig.server_config_extensions')
308.623  001.220  001.220: require('lspconfig.server_configurations.omnisharp')
308.788  000.140  000.140: require('mason-lspconfig.ensure_installed')
310.165  000.441  000.441: require('mason-core.result')
312.018  000.582  000.582: require('mason-core.process')
312.093  001.125  000.543: require('mason-core.spawn')
312.562  000.465  000.465: require('mason-core.receipt')
313.045  000.466  000.466: require('mason-core.functional.string')
313.070  002.898  000.842: require('mason-core.installer.context')
313.561  000.487  000.487: require('mason-core.installer.linker')
313.840  000.272  000.272: require('mason-core.async.control')
313.852  004.749  000.651: require('mason-core.installer')
314.623  000.769  000.769: require('mason-core.installer.handle')
316.547  000.400  000.400: require('mason-core.managers.powershell')
316.555  000.672  000.272: require('mason-core.fetch')
316.558  000.996  000.324: require('mason-core.managers.cargo.client')
317.685  000.756  000.756: require('mason-core.managers.std')
318.340  000.384  000.384: require('mason-core.providers')
318.361  000.668  000.285: require('mason-core.managers.github.client')
318.373  001.812  000.388: require('mason-core.managers.github')
318.400  003.328  000.520: require('mason-core.managers.cargo')
318.980  000.578  000.578: require('mason-core.managers.composer')
319.275  000.290  000.290: require('mason-core.managers.gem')
319.535  000.256  000.256: require('mason-core.managers.git')
319.886  000.347  000.347: require('mason-core.managers.go')
320.404  000.514  000.514: require('mason-core.managers.luarocks')
320.867  000.459  000.459: require('mason-core.managers.npm')
321.566  000.695  000.695: require('mason-core.managers.pip3')
321.579  006.947  000.478: require('mason-core.package.version-check')
321.593  012.801  000.337: require('mason-core.package')
322.024  000.414  000.414: require('mason-registry.lua-language-server')
322.756  000.212  000.212: require('mason-registry.pyright')
322.890  000.116  000.116: require('mason-registry.html-lsp')
323.320  000.378  000.378: require('mason-registry.css-lsp')
323.632  000.287  000.287: require('mason-registry.emmet-ls')
323.799  000.153  000.153: require('mason-registry.bash-language-server')
324.156  000.311  000.311: require('mason-registry.typescript-language-server')
324.329  000.156  000.156: require('mason-registry.vue-language-server')
324.627  000.283  000.283: require('mason-registry.gopls')
324.846  000.122  000.122: require('mason-registry.vim-language-server')
325.544  000.163  000.163: require('mason-core.functional.number')
325.585  000.734  000.570: require('mason-lspconfig.api.command')
326.590  000.222  000.222: require('cmp_nvim_lsp.source')
326.596  000.712  000.490: require('cmp_nvim_lsp')
326.601  001.012  000.300: require('modules.lsp.handles')
327.041  000.428  000.428: require('lua-dev')
327.302  000.257  000.257: require('lua-dev.config')
328.063  000.224  000.224: require('lua-dev.sumneko')
339.327  000.269  000.269: require('lspconfig.server_configurations.sumneko_lua')
339.911  000.116  000.116: require('modules.lsp.settings.pyright')
340.346  000.423  000.423: require('lspconfig.server_configurations.pyright')
341.075  000.270  000.270: require('lspconfig.server_configurations.html')
341.776  000.375  000.375: require('lspconfig.server_configurations.cssls')
342.387  000.238  000.238: require('modules.lsp.settings.emmet_ls')
342.561  000.160  000.160: require('lspconfig.server_configurations.emmet_ls')
343.283  000.338  000.338: require('lspconfig.server_configurations.bashls')
343.798  000.157  000.157: require('lspconfig.server_configurations.tsserver')
344.748  000.511  000.511: require('lspconfig.server_configurations.volar')
345.423  000.203  000.203: require('mason-lspconfig.typescript')
345.426  000.545  000.342: require('mason-lspconfig.server_configurations.volar')
345.937  000.411  000.411: require('lspconfig.server_configurations.gopls')
346.935  000.201  000.201: require('lspconfig.server_configurations.vimls')
347.379  051.901  017.582: require('modules.lsp.mason')
349.964  002.556  002.556: require('vim.diagnostic')
351.891  000.395  000.395: require('null-ls.methods')
351.914  000.816  000.421: require('null-ls.utils')
351.929  001.036  000.219: require('null-ls.config')
352.603  000.322  000.322: require('null-ls.helpers.cache')
353.080  000.471  000.471: require('null-ls.helpers.diagnostics')
353.409  000.325  000.325: require('null-ls.helpers.formatter_factory')
354.294  000.387  000.387: require('null-ls.logger')
354.465  000.167  000.167: require('null-ls.state')
354.471  001.056  000.503: require('null-ls.helpers.generator_factory')
354.868  000.261  000.261: require('null-ls.helpers.command_resolver')
354.871  000.399  000.137: require('null-ls.helpers.make_builtin')
355.170  000.297  000.297: require('null-ls.helpers.range_formatting_args_factory')
355.174  003.243  000.374: require('null-ls.helpers')
356.034  000.419  000.419: require('null-ls.diagnostics')
356.044  000.868  000.449: require('null-ls.sources')
356.369  000.322  000.322: require('null-ls.builtins')
356.375  006.062  000.594: require('null-ls')
357.059  000.677  000.677: require('null-ls.builtins.formatting.prettier')
357.453  000.354  000.354: require('null-ls.builtins.formatting.black')
357.651  000.175  000.175: require('null-ls.builtins.formatting.stylua')
357.972  000.295  000.295: require('null-ls.builtins.formatting.goimports')
358.546  000.270  000.270: require('null-ls.client')
358.606  008.628  000.795: require('modules.lsp.null-ls')
360.428  001.724  001.724: require('nvim-navic')
360.446  001.838  000.114: require('modules.lsp.navic')
360.448  073.325  000.255: require('modules.lsp')
360.450  347.244  000.362: require('core')
364.278  002.512  002.512: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/tokyonight.nvim/colors/tokyonight-night.lua
366.189  353.263  003.507: sourcing /home/ewell/.config/nvim/init.lua
366.238  004.006: sourcing vimrc file(s)
367.214  000.045  000.045: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/LuaSnip/ftdetect/snippets.vim
367.782  000.031  000.031: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/vim-templates/ftdetect/template.vim
368.156  001.338  001.263: sourcing /usr/share/nvim/runtime/filetype.lua
368.349  000.118  000.118: sourcing /usr/share/nvim/runtime/filetype.vim
369.030  000.214  000.214: sourcing /usr/share/nvim/runtime/syntax/synload.vim
369.233  000.771  000.556: sourcing /usr/share/nvim/runtime/syntax/syntax.vim
370.166  000.040  000.040: sourcing /home/ewell/.config/nvim/plugin/textobjects.vim
370.548  000.044  000.044: sourcing /usr/share/nvim/runtime/plugin/gzip.vim
370.609  000.046  000.046: sourcing /usr/share/nvim/runtime/plugin/health.vim
370.710  000.042  000.042: sourcing /usr/share/nvim/runtime/plugin/matchit.vim
370.753  000.029  000.029: sourcing /usr/share/nvim/runtime/plugin/matchparen.vim
370.805  000.039  000.039: sourcing /usr/share/nvim/runtime/plugin/netrwPlugin.vim
371.121  000.054  000.054: sourcing /home/ewell/.local/share/nvim/rplugin.vim
371.130  000.313  000.259: sourcing /usr/share/nvim/runtime/plugin/rplugin.vim
371.606  000.449  000.449: sourcing /usr/share/nvim/runtime/plugin/shada.vim
371.706  000.069  000.069: sourcing /usr/share/nvim/runtime/plugin/spellfile.vim
371.775  000.048  000.048: sourcing /usr/share/nvim/runtime/plugin/tarPlugin.vim
371.849  000.042  000.042: sourcing /usr/share/nvim/runtime/plugin/tohtml.vim
371.925  000.046  000.046: sourcing /usr/share/nvim/runtime/plugin/tutor.vim
371.977  000.036  000.036: sourcing /usr/share/nvim/runtime/plugin/zipPlugin.vim
372.381  000.309  000.309: sourcing /home/ewell/.config/nvim/plugin/cursorword.lua
372.553  000.157  000.157: sourcing /home/ewell/.config/nvim/plugin/trimwhite.lua
372.815  000.116  000.116: sourcing /usr/share/nvim/runtime/plugin/man.lua
372.830  002.540: loading rtp plugins
374.980  000.274  000.274: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/CamelCaseMotion/autoload/camelcasemotion.vim
375.892  002.630  002.355: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/CamelCaseMotion/plugin/camelcasemotion.vim
376.412  000.338  000.338: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/LuaSnip/plugin/luasnip.vim
377.177  000.293  000.293: require('dashboard.session')
377.210  000.490  000.198: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/dashboard-nvim/plugin/dashboard.lua
377.527  000.067  000.067: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/dressing.nvim/plugin/dressing.lua
379.152  001.456  001.456: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/lspsaga.nvim/plugin/lspsaga.lua
379.638  000.179  000.179: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/neo-tree.nvim/plugin/neo-tree.vim
380.296  000.150  000.150: require('cmp.utils.highlight')
380.751  000.782  000.632: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/nvim-cmp/plugin/cmp.lua
380.945  000.081  000.081: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/nvim-colorizer.lua/plugin/colorizer.lua
381.579  000.382  000.382: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/nvim-lspconfig/plugin/lspconfig.lua
